Customer Name,Year of Birth,Customer Gender,Customer Email,Customer City,Sales Employee,Sales Channel,Ad Media,Product ID,Order Date,Delivery Date,Invoice Date,Sales Amount,Cash Collected,Outstanding Amount,Overdue
Carlos Martin,1999,Female,mwoods@example.com,C02,E01,In-store,Email,P01,3/28/2018,3/30/2018,3/28/2018,24085.44,1618.11,5462.99,No
April Nelson,1966,Female,christina83@example.net,C02,E04,Online,KOL,P04,10/5/2023,10/11/2023,10/5/2023,22495.52,2577.7,24379.98,No
Adam Page,1998,Female,matthew61@example.org,C01,E01,In-store,KOL,P04,3/8/2021,3/19/2021,3/8/2021,22387.52,3284.73,9440.51,No
Heather Christensen,2001,Male,adamwest@example.org,C03,E01,Online,Email,P03,12/16/2019,12/24/2019,12/16/2019,31228.79,2764.74,13156.38,No
Garrett Nguyen,1998,Female,barkerkristin@example.org,C01,E02,Distributors,KOL,P03,11/27/2020,12/15/2020,11/27/2020,34889.69,5604.79,30279.52,No
Jeremiah Mccann,1982,Male,chavezlance@example.net,C02,E02,Distributors,TV,P01,7/19/2018,8/7/2018,7/19/2018,21431.73,3337.84,1952.04,Yes
Stephanie Torres,1993,Male,lfrank@example.org,C01,E04,Online,TV,P03,3/1/2022,3/5/2022,3/1/2022,31040.95,179.48,28655.81,Yes
Amy Clark,1966,Female,emmacunningham@example.com,C02,E07,In-store,,P01,5/27/2022,5/30/2022,5/27/2022,28195.69,14766.6,0,No
Kevin Wang,1966,Male,qnguyen@example.org,C02,E05,Distributors,Social Media,P04,7/2/2019,7/14/2019,7/2/2019,17185.3,4855.26,1451.6,No
Kaitlyn Maxwell,2001,Male,gina62@example.com,C02,E05,In-store,KOL,P01,7/23/2019,8/20/2019,7/23/2019,20199.12,15672.4,0,No
Alan Stevens,1998,,karen84@example.com,C03,E08,Online,KOL,P02,2/25/2020,3/2/2020,2/25/2020,25018.94,11546.53,0,No
Allison Williams,2002,Male,terri42@example.com,C02,E04,In-store,KOL,P05,7/7/2019,7/30/2019,7/7/2019,18328.35,1001.56,3784.78,Yes
Zachary Blanchard,1965,Male,sharon83@example.org,C01,E04,In-store,TV,P04,7/21/2020,7/24/2020,7/21/2020,19580.39,6735.35,0,Yes
Tara Dorsey,1982,Female,andrewmccoy@example.net,C01,E04,Online,KOL,P01,6/11/2022,6/20/2022,6/11/2022,24200.25,1136.38,32220.1,Yes
Joshua Miles,1970,Male,smcgrath@example.net,C03,E06,In-store,TV,P02,12/30/2021,1/28/2022,12/30/2021,28874.79,2661.21,,No
Jeremy Myers,1981,Male,christinawhite@example.net,C01,E02,Online,KOL,P02,5/18/2023,6/7/2023,5/18/2023,27032.55,2419.64,19133.43,No
Bridget Pugh,2003,Male,heather31@example.net,C01,E06,Online,TV,P04,10/2/2018,10/13/2018,10/2/2018,21506.6,553.11,8219,No
Tiffany Nguyen,1992,Female,mia36@example.net,C01,E04,Distributors,KOL,P03,3/19/2021,3/29/2021,3/19/2021,34635.67,3344.57,21178.27,Yes
Derek Snyder,1998,Female,whitemichael@example.net,C03,E02,Online,Social Media,P01,12/8/2019,12/22/2019,12/8/2019,26714.72,905.39,12443.44,No
Jasmine Romero,1969,Male,hcochran@example.org,C03,E01,Distributors,Email,P02,6/8/2023,6/29/2023,6/8/2023,27481.62,901.69,10122.03,No
Megan Mckinney,1966,Male,mikayla87@example.net,C01,E01,Distributors,Social Media,P03,2/25/2021,3/18/2021,2/25/2021,29211.26,1511.13,5062.64,No
Tammy Simmons,1983,Male,justin31@example.com,C01,E05,In-store,TV,P05,2/15/2020,2/26/2020,2/15/2020,15241.46,4638.6,3607.26,No
Kayla Berry,2000,Female,woodstimothy@example.net,C01,E04,Distributors,KOL,P02,8/17/2020,9/1/2020,8/17/2020,26473.45,24434.58,0,Yes
Katherine Marsh,1988,Male,kjuarez@example.net,C01,E02,Online,Social Media,P05,2/15/2022,3/2/2022,2/15/2022,16912.24,2019.08,12214.94,No
David Ward,1983,Male,johnsonfrank@example.net,C03,E03,Distributors,KOL,P02,6/24/2023,6/29/2023,6/24/2023,27689.93,12346.05,0,No
Candice Trujillo,1981,Female,eberry@example.com,C01,E04,Distributors,TV,P02,8/22/2022,9/13/2022,8/22/2022,29269.3,1345.6,10581.05,No
Jennifer Madden,2000,Female,eileenrivera@example.com,C03,E01,In-store,Email,P02,2/18/2020,3/1/2020,2/18/2020,29152.84,1456.44,21497.75,No
Regina Parker,1999,Male,john35@example.net,C01,E03,Online,TV,P03,6/4/2019,6/20/2019,6/4/2019,32670.4,4373.56,19876.35,No
Miguel Ross,1985,Female,monroekayla@example.net,C03,E03,Online,TV,P02,3/27/2023,4/4/2023,3/27/2023,31355.9,126.07,19926.21,No
Kathryn Dickerson,1970,Male,swilliams@example.com,C02,E04,Distributors,KOL,P02,7/20/2022,7/23/2022,7/20/2022,26412.77,4345.3,15427.33,No
Jamie Jones,1981,Female,gutierrezjohn@example.com,C01,E03,Online,Social Media,P05,10/29/2019,11/20/2019,10/29/2019,19444.18,5116.01,11713.37,No
Jennifer Olson,2000,Male,elizabeth28@example.com,C01,E02,In-store,TV,P02,4/20/2021,5/3/2021,4/20/2021,27001.69,3233.61,18140.32,No
Angela Patel,1996,Male,valerie15@example.com,C02,E05,In-store,TV,P04,10/23/2020,11/10/2020,10/23/2020,16896.73,2646.3,6523.14,No
Eric Hayes,1986,Male,hilljohn@example.net,C01,E01,In-store,TV,P02,10/5/2023,10/11/2023,10/5/2023,26379.96,4.27,11190.57,No
Dana Francis,1987,Female,jose23@example.net,C02,E01,Distributors,KOL,P01,10/22/2018,10/31/2018,10/22/2018,23722.56,16517.26,0,No
Kathryn Roberts,1993,Male,colonlori@example.org,C02,E03,Distributors,Email,P05,9/23/2022,10/5/2022,9/23/2022,17353.7,2741.46,1672.34,Yes
Michael Phillips,1992,Male,jimenezscott@example.net,C02,E07,In-store,KOL,P04,7/11/2022,7/21/2022,7/11/2022,16563.36,6060.68,10575.1,No
Timothy Crawford,1974,Male,carlosmarsh@example.net,C03,E02,Distributors,Social Media,P01,4/26/2020,5/7/2020,4/26/2020,23246.6,49.59,5798.79,No
Pamela Wheeler,2004,Male,deanna49@example.com,C02,E01,Online,KOL,P04,10/14/2023,11/2/2023,10/14/2023,18650.12,2550.77,5362.09,No
Mr. Larry Williams,1997,Male,pweber@example.com,C03,E07,In-store,KOL,P01,9/26/2020,10/13/2020,9/26/2020,22895.39,18436.7,0,No
Lance Anthony,2004,Female,cheryldavis@example.com,C02,E01,Distributors,Email,P03,6/5/2023,6/12/2023,6/5/2023,35754.94,6974.62,21800.8,No
Lisa Silva,1993,Male,tina23@example.org,C01,E02,Distributors,KOL,P05,9/4/2018,9/14/2018,9/4/2018,17611.43,1167.87,9446.45,Yes
David Quinn,1975,Male,kimberly68@example.com,C02,E05,Distributors,Social Media,P03,2/14/2023,2/16/2023,2/14/2023,30729.09,2211.81,10788.78,No
Erica Johnson,2000,Male,philip31@example.net,C01,E02,Online,KOL,P01,1/3/2020,1/15/2020,1/3/2020,22350.74,24778.04,0,No
Charles Heath,1996,Female,john21@example.net,C03,E02,Distributors,TV,P01,3/2/2023,3/16/2023,3/2/2023,25124.04,703.51,5509.15,No
Katelyn Harris,1981,Female,darren50@example.com,C01,E03,Online,KOL,P03,7/18/2021,8/5/2021,7/18/2021,32910.23,724.07,38546.61,Yes
Joseph Miranda,1988,Male,megan92@example.net,C01,E06,Online,Social Media,P03,7/4/2018,7/22/2018,7/4/2018,31310.12,829.85,20665.76,No
Emily York,1970,Male,michelle28@example.org,C01,E07,In-store,TV,P03,10/31/2021,11/20/2021,10/31/2021,29773.86,14124.59,0,No
Kimberly Diaz,1970,Male,grace82@example.net,C02,E01,In-store,Email,P01,7/23/2023,7/31/2023,7/23/2023,20101.08,3647.33,0,No
Matthew Lewis,1998,Female,katherine09@example.com,C03,E01,Online,Social Media,P01,12/19/2019,12/29/2019,12/19/2019,24239.38,16677.74,0,No
Robert Hurst,1987,Female,ialexander@example.net,C01,E08,Distributors,Social Media,P03,5/20/2021,6/8/2021,5/20/2021,32967.23,6191.96,21995.13,Yes
Miranda Rodriguez,2001,Male,thomassamantha@example.net,C01,E04,In-store,Social Media,P01,12/1/2022,12/25/2022,12/1/2022,20887.07,8131.11,0,No
Dawn Rosales,1999,Male,william41@example.com,C01,E04,Online,KOL,P01,3/24/2021,4/20/2021,3/24/2021,22266.4,17168.98,0,Yes
James Thomas,1988,Male,davidhill@example.org,C03,E06,Distributors,KOL,P01,1/20/2019,1/31/2019,1/20/2019,27121.3,7272.91,9817.38,No
Gregory Middleton,2005,Male,kathleen94@example.com,C01,E01,Distributors,Social Media,P03,9/10/2020,9/27/2020,9/10/2020,29538.6,3871.33,8961.22,No
Peter Hernandez,2004,Female,johnblankenship@example.org,C01,E01,Online,KOL,P03,9/9/2019,10/2/2019,9/9/2019,33253.19,44432.65,0,No
David Nixon,2000,Male,joseph38@example.net,C01,E08,In-store,Social Media,P05,10/22/2020,10/30/2020,10/22/2020,14216.44,254.35,3715.32,Yes
David Craig,2004,Male,nathan86@example.com,C02,E06,In-store,KOL,P01,2/25/2018,2/28/2018,2/25/2018,23438.53,3134.52,13800.62,No
Dawn Spencer,1975,Male,stephanie03@example.com,C01,E05,Distributors,Social Media,P03,2/8/2022,3/3/2022,2/8/2022,29575.88,3137.73,16897.12,No
Donald Edwards,1976,Male,bkelly@example.org,C01,E01,Online,KOL,P05,9/8/2018,9/15/2018,9/8/2018,18913.41,2008.14,11556.44,Yes
Lisa Smith,1966,Female,perkinskelsey@example.net,C02,E03,Distributors,KOL,P01,11/19/2018,12/1/2018,11/19/2018,23089.42,3154.87,5036.96,No
Richard Burke,1983,Female,estesnicholas@example.com,C01,E07,Distributors,Email,P02,3/19/2023,4/8/2023,3/19/2023,29117.75,12924.67,0,No
Daniel Bird,2002,Male,tammystokes@example.com,C02,E07,Online,Social Media,P05,10/11/2019,10/22/2019,10/11/2019,17432.3,1139.79,8049.11,No
Melissa Harmon,1972,Female,kendrawalker@example.org,C03,E01,,Social Media,P05,6/4/2019,6/10/2019,6/4/2019,21695.25,2785.78,6500.2,No
Patricia Cox,1965,Male,ortegajessica@example.com,C01,E05,Online,Email,P02,9/16/2022,10/4/2022,9/16/2022,27131.16,3238.58,13214.84,No
Rachel Spence,1996,Male,cheryljacobs@example.net,C03,E01,In-store,KOL,P02,6/20/2021,7/16/2021,6/20/2021,28440.2,11565.03,0,No
Stacey Page,1999,Female,amanda98@example.com,C01,E08,In-store,TV,P05,7/17/2018,8/1/2018,7/17/2018,15959.42,10572.13,0,Yes
Benjamin Henderson,1973,Male,rachel85@example.com,C01,E03,In-store,KOL,P03,12/4/2023,12/14/2023,12/4/2023,30214.03,1456.75,27510.49,Yes
Lucas Phillips,2003,Male,owood@example.com,C01,E08,Distributors,KOL,P01,4/27/2023,5/10/2023,4/27/2023,19237.6,2285.2,6953.41,Yes
Kelly Rivera,1992,Male,brandon85@example.org,C01,E02,Online,Email,P02,5/25/2018,6/4/2018,5/25/2018,28083.5,2344.26,7842.23,No
Jose Robinson,1974,Female,georgemiranda@example.net,C02,E02,Distributors,Social Media,P03,11/2/2023,11/8/2023,11/2/2023,33388.41,27257.45,0,No
Courtney Johnson,2002,Male,johnsonjesse@example.com,C02,E02,In-store,Social Media,P03,6/12/2023,6/16/2023,6/12/2023,32890.99,17077.3,0,No
Brittany Ramsey,1987,Male,jonesdillon@example.com,C03,E05,Distributors,KOL,P02,10/4/2021,10/6/2021,10/4/2021,26255.85,3352.02,9722.8,No
Savannah Pierce,1990,Female,katherine77@example.org,C03,E01,Distributors,Social Media,P01,12/28/2021,1/27/2022,12/28/2021,24668.24,3749.55,6036.07,No
Randy Hernandez,2003,Male,brad23@example.org,C01,E06,Distributors,TV,P04,3/20/2022,4/5/2022,3/20/2022,19281.11,5899.05,0,No
Randy Shah,1979,Female,julieromero@example.org,C02,E04,Distributors,TV,P01,6/25/2022,6/29/2022,6/25/2022,25053.63,8115.65,0,Yes
Allison Casey,1970,Male,wwilliams@example.org,C01,E08,In-store,Social Media,P01,7/13/2020,7/17/2020,7/13/2020,17933.46,2787.29,12179.07,Yes
Kara Larsen,1973,Male,thomaswalton@example.org,C02,E08,Distributors,Social Media,P01,2/10/2023,2/11/2023,2/10/2023,17619.38,2744.89,5292.75,Yes
Cynthia Gonzalez DDS,1975,Male,christophercooper@example.com,C01,E01,Distributors,Social Media,P01,9/8/2021,9/21/2021,9/8/2021,22813.64,5942.95,0,Yes
Patricia Diaz,1994,Male,martinmarcus@example.com,C01,E08,Distributors,KOL,P04,12/26/2019,1/7/2020,12/26/2019,12687.72,6660.71,4777.38,Yes
Melanie Richardson,1971,Female,williamfoster@example.com,C02,E01,Online,Social Media,P04,9/4/2020,9/20/2020,9/4/2020,22127.85,3312.33,15892.5,No
Rebecca Young,1980,Male,brettchristensen@example.com,C02,E01,Distributors,Social Media,P01,4/29/2022,5/7/2022,4/29/2022,20953.35,2682.75,11497.52,No
Tammy Potter,1992,Male,juliabass@example.org,C01,E07,Online,KOL,P02,10/30/2023,11/14/2023,10/30/2023,26733.66,2593.4,24034.73,No
Natalie Brooks,1991,Male,sheri98@example.net,C03,E08,In-store,KOL,P02,2/8/2021,2/9/2021,2/8/2021,23778,4837.44,22885.61,No
Jesus Jackson,2005,Male,jflores@example.org,C02,E01,In-store,Social Media,P01,7/12/2020,7/15/2020,7/12/2020,19856.55,4303.97,7699.86,No
Anne White,1981,Male,adrian60@example.org,C01,,Online,Social Media,P04,3/18/2020,3/30/2020,3/18/2020,17146.21,863.87,8500.48,No
Timothy Moran,1991,Female,shawna30@example.com,C03,E03,In-store,TV,P04,6/3/2023,6/22/2023,6/3/2023,24563.65,3846.18,6662.41,No
Yvonne Bradley,1999,Male,swansonjoseph@example.org,C02,E06,Online,TV,P03,11/29/2019,12/16/2019,11/29/2019,31679.66,1723.94,17162.09,No
Sheila Davila,1985,Male,troy96@example.org,C03,E04,In-store,Email,P01,9/5/2022,9/24/2022,9/5/2022,24471.4,5432.83,0,Yes
Jessica Long,2005,Male,antoniowatson@example.com,C01,E05,Distributors,Social Media,P01,6/22/2019,6/26/2019,6/22/2019,21669.28,3359.43,3520.88,No
Alison Molina,1991,Male,ashleywhite@example.org,C02,E03,Online,Email,P01,9/10/2019,9/11/2019,9/10/2019,21337.09,1879.6,10711.08,Yes
Eric Gallegos,1979,Male,elizabethdaugherty@example.net,C01,E04,Online,Email,P04,6/23/2021,7/17/2021,6/23/2021,18919.86,793.89,2867.44,No
Jeffrey Jones,1997,Male,carterholly@example.net,C01,E05,In-store,Email,P02,4/25/2018,5/14/2018,4/25/2018,25830.84,33.8,11147.07,No
Gregory Cooper,2000,Female,kvillanueva@example.com,C02,E05,Online,KOL,P01,7/23/2022,7/31/2022,7/23/2022,22408.02,2095.25,11484.6,No
Jackie Howard,2001,Male,imitchell@example.com,C03,E01,Online,Social Media,P01,2/17/2023,3/16/2023,2/17/2023,22412.43,1602.28,4977.5,No
Matthew Gilmore,1987,Male,anthonypope@example.net,C03,E01,Online,KOL,P01,6/8/2023,6/23/2023,6/8/2023,24891.7,1689.28,8707.66,No
Patrick Brown,2003,Male,samantha95@example.org,C02,E02,In-store,TV,P05,4/20/2018,4/26/2018,4/20/2018,17498.74,3432.53,7427.67,Yes
Deanna Herrera,1987,Female,alexander55@example.com,C02,E01,Online,TV,P01,11/19/2023,11/27/2023,11/19/2023,22512.66,3359.16,11615.92,No
Leah Wheeler,1980,Male,jmiller@example.org,C03,E02,Online,TV,P05,6/9/2022,6/19/2022,6/9/2022,22224.19,58.35,8716.72,No
Jasmine Parker,1981,Male,briannarodgers@example.com,C02,E02,Online,KOL,P01,1/23/2021,2/14/2021,1/23/2021,21457.48,25311.27,0,No
Brenda Jones,1972,Male,anita54@example.com,C03,E07,Online,Email,P03,9/13/2018,9/23/2018,9/13/2018,34766.62,1607.56,26156.22,No
Anne Thompson,2005,Male,rickey83@example.org,C03,E04,In-store,TV,P02,3/10/2019,3/11/2019,3/10/2019,27606.97,10.24,6942.93,No
Jasmine Hebert,1982,Male,zmorrow@example.com,C01,E05,Distributors,TV,P02,5/24/2018,6/7/2018,5/24/2018,27630.07,4303.59,7569.58,No
Jennifer Webb,2002,Male,tross@example.net,C02,E07,Online,Email,P01,4/11/2021,5/6/2021,4/11/2021,22957.06,11963.74,0,No
Michelle Howard,1992,Male,michael89@example.net,C01,E03,Distributors,KOL,P02,3/20/2021,3/26/2021,3/20/2021,24884.54,360.09,14603.22,Yes
Amanda Ali,2003,Male,tarabarnes@example.net,C01,E01,Online,TV,P02,10/3/2021,10/8/2021,10/3/2021,25321.63,1686.33,12651.53,No
Jennifer Zuniga,2001,Male,cummingsaaron@example.net,C01,E02,Distributors,Social Media,P03,3/10/2018,4/1/2018,3/10/2018,32990.86,347.59,19365.18,No
Ryan Martin,1998,Male,sarahburke@example.com,C02,E06,Online,TV,P04,12/21/2019,1/4/2020,12/21/2019,20733.27,337.26,6711.75,No
Laura Moore,1968,Male,gutierrezmichael@example.com,C02,E07,Distributors,Email,P02,12/14/2022,12/15/2022,12/14/2022,23947.23,1821.79,8735.46,Yes
Chad Miller,1980,Male,peter06@example.net,C01,E02,Online,KOL,P04,7/19/2018,7/27/2018,7/19/2018,17981.84,16371.21,0,No
Dustin Mitchell,1978,Female,stephanie98@example.net,C02,E02,In-store,Social Media,P01,2/8/2021,2/22/2021,2/8/2021,24879.14,1157.12,4929.2,No
Gary Patterson,1980,Female,hardyjennifer@example.org,C03,E07,Distributors,Email,P04,3/30/2018,4/5/2018,3/30/2018,23671.58,603.83,3824.41,No
Michael Ingram,2002,Male,dawn11@example.net,C01,E02,Distributors,KOL,P02,11/25/2018,12/2/2018,11/25/2018,23352.14,17938.37,0,No
Walter Garcia,1977,Male,nicolevillegas@example.com,C02,E04,Online,KOL,P04,7/7/2022,7/18/2022,7/7/2022,17884.75,638.74,22099.7,Yes
